Color Code,Probability,Codeword
231,0.00250244140625,11100111
232,0.0028839111328125,11101000
233,0.0026092529296875,11101001
234,0.0025177001953125,11101010
235,0.0021514892578125,11101011
236,0.0023345947265625,11101100
237,0.0019989013671875,11101101
238,0.00201416015625,11101110
239,0.002044677734375,11101111
240,0.0019378662109375,11110000
241,0.0017547607421875,11110001
242,0.0022430419921875,11110010
243,0.002227783203125,11110011
244,0.0023040771484375,11110100
245,0.0019073486328125,11110101
246,0.0016937255859375,11110110
247,0.0023193359375,11110111
248,0.002166748046875,11111000
249,0.00164794921875,11111001
250,0.001922607421875,11111010
251,0.001800537109375,11111011
252,0.0023193359375,11111100
253,0.0030975341796875,11111101
254,0.0062408447265625,11111110
255,0.0561981201171875,11111111
