Color Code,Probability,Codeword
193,0.0018768310546875,11000001
194,0.001617431640625,11000010
195,0.0018768310546875,11000011
196,0.0018310546875,11000100
197,0.001617431640625,11000101
198,0.0015869140625,11000110
199,0.0017547607421875,11000111
200,0.001708984375,11001000
201,0.0018768310546875,11001001
202,0.00189208984375,11001010
203,0.001708984375,11001011
204,0.00164794921875,11001100
205,0.001495361328125,11001101
206,0.0016632080078125,11001110
207,0.0017547607421875,11001111
208,0.001556396484375,11010000
209,0.0011749267578125,11010001
210,0.0013580322265625,11010010
211,0.001495361328125,11010011
212,0.001251220703125,11010100
213,0.001190185546875,11010101
214,0.001129150390625,11010110
215,0.0011749267578125,11010111
216,0.00146484375,11011000
217,0.001190185546875,11011001
218,0.0014190673828125,11011010
219,0.0010223388671875,11011011
220,0.001129150390625,11011100
221,0.0012054443359375,11011101
222,0.0010833740234375,11011110
223,0.0011749267578125,11011111
224,0.0011749267578125,11100000
225,0.0010223388671875,11100001
226,0.001251220703125,11100010
227,0.00115966796875,11100011
228,0.0011749267578125,11100100
229,0.001068115234375,11100101
230,0.0011749267578125,11100110
231,0.00115966796875,11100111
232,0.0010833740234375,11101000
233,0.00115966796875,11101001
234,0.0010223388671875,11101010
235,0.001312255859375,11101011
236,0.00103759765625,11101100
237,0.0012359619140625,11101101
238,0.0010986328125,11101110
239,0.0010833740234375,11101111
240,0.00128173828125,11110000
241,0.0013885498046875,11110001
242,0.00140380859375,11110010
243,0.001312255859375,11110011
244,0.0012054443359375,11110100
245,0.0014190673828125,11110101
246,0.0013427734375,11110110
247,0.00140380859375,11110111
248,0.0014801025390625,11111000
249,0.001678466796875,11111001
250,0.0017852783203125,11111010
251,0.001800537109375,11111011
252,0.001922607421875,11111100
253,0.00238037109375,11111101
254,0.004119873046875,11111110
255,0.0381011962890625,11111111
